                                                                                                                                                                                                                                                       Technical_Skills
Development Testing,Software Development Life Cycle,Performance Tuning,Database Design,PL/SQL,Agile Software Development,Performance Management,Batch Processing,Oracle Databases,Requirements Analysis,Web Applications,Software Engineering,Oracle Enterprise Manager
                                                                                                                                    Advanced Business Application Programming (ABAP),Java (Programming Language),Open Data Protocol,SQL (Programming Language),SAP ABAP
