                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Technical_Skills
Access Control List,Multiprotocol Label Switching,IPv4,Network Processor,Software Engineering,Virtual Private Networks (VPN),Broadcom,Software Development,Virtual Local Area Network (VLAN),Product Requirements,Project Management Software,Open Shortest Path First (OSPF),OpenFlow,Computer Programming,Binary Space Partitioning,Linux,Software Defined Networking (SDN),Load Balancing,Firmware,Booting (BIOS),Das U-Boot,X86 Architecture,Design Specifications,Internet Group Management Protocols,Internet Control Message Protocol (ICMP),Network Switches,Debugging,Powerpc
                                                                                                                                                                                                                                                                                                                                                                                                                                                           VoiceXML,Java (Programming Language),Interactive Voice Response,Virtual Queue,Network Routing,Microsoft SQL Servers,Genesys
                                                                                                                                                                                                                                       Github,Software Testing,Applications Architecture,Test Automation,Selenium,Manual Testing,Apache Maven,HP Quicktest Professional,Build Automation,Test-Driven Development (TDD),Version Control,Java (Programming Language),Behavior-Driven Development,Language Development,Jenkins,Selenium Webdriver,Junit,Nunit,Gradle,Apache Ant,Debugging
                                                                                       Product Design,Multimedia,Flowcharts,Technical Information,Storytelling,Management Systems,Process Design,Process Improvements,Web Pages,Computer Science,Content Strategy,Information Design,Agile Software Development,Content Development,Software Development,Journalism,Localization,Professional Writing,Continuous Delivery,Design Research,Content Management Systems,Pre-Sales,Advisories,Content Management,User Experience,User Information,User Interface,Markup Languages,Markdown
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Open Data Protocol,Advanced Business Application Programming (ABAP),SAP FI
                                                                                                                                                                                                                                                                                                                                                                                                                                            Systems Thinking,Advanced Business Application Programming (ABAP),SAP ABAP,Object-Oriented Programming (OOP),Service-Oriented Architecture
                                                                                                                                                                                                                                                                                                                                                                                                                                            Systems Thinking,Advanced Business Application Programming (ABAP),SAP ABAP,Object-Oriented Programming (OOP),Service-Oriented Architecture
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              SAP ABAP
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         IDoc,SAP ABAP
                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Customer Relationship Management,Java (Programming Language),Mobile Application Development,Web Dynpro,SAP ABAP
