                                                                                                                                                                                                                         Technical_Skills
MySQL,Functional Design,Browser Compatibility,Test Planning,Regression Testing,SQL (Programming Language),Postman,Query Languages,Web Services,Simple Object Access Protocol (SOAP),IBM Business Systems,SoapUI,Test Automation,Debugging
                                                                                                                                                                                                 Selenium,Software Testing,Katalon Studio
