                                                                                                                                                                  Technical_Skills
                                                                                                                                                                Service Management
                                                                                           Software Testing,Operating Systems,SQL (Programming Language),Scripting,Test Automation
Advanced Business Application Programming (ABAP),Open Data Protocol,SAP Functional,Web Dynpro,SAP ABAP,SAP Sales And Distribution,Object-Oriented Programming (OOP),Data Migration
Advanced Business Application Programming (ABAP),Open Data Protocol,SAP Functional,Web Dynpro,SAP ABAP,SAP Sales And Distribution,Object-Oriented Programming (OOP),Data Migration
Advanced Business Application Programming (ABAP),Open Data Protocol,SAP Functional,Web Dynpro,SAP ABAP,SAP Sales And Distribution,Object-Oriented Programming (OOP),Data Migration
