                                                                                                                                            Technical_Skills
                                                 Networking Hardware,Procurement,Industrialisation,Data Centers,Electric Power Transmission,Network Switches
                                                 Networking Hardware,Procurement,Industrialisation,Data Centers,Electric Power Transmission,Network Switches
                                                 Networking Hardware,Procurement,Industrialisation,Data Centers,Electric Power Transmission,Network Switches
                                                 Networking Hardware,Procurement,Industrialisation,Data Centers,Electric Power Transmission,Network Switches
Networking Hardware,Tcl (Programming Language),Procurement,Industrialisation,Data Centers,Operations Management,Electric Power Transmission,Network Switches
